id,company,ticker,industry,difficulty,category,concept,question,answer,answer_formatted,answer_type,formal_program,computation_trace,variables_used,periods_used
QA-00091,Helix BioSciences,HB,Consumer Goods / Retail,2,change,,How did long-term debt change from fiscal year 2021 to 2022?,1701.0,"$1,701 million",monetary,"diff(get_value(long_term_debt, 2022), get_value(long_term_debt, 2021))",long_term_debt(2022) - long_term_debt(2021) = 55580.0 - 53879.0 = 1701.0,long_term_debt,2021|2022
QA-00092,Helix BioSciences,HB,Consumer Goods / Retail,2,change,,How did net income change from fiscal year 2021 to 2022?,-11969.0,"$-11,969 million",monetary,"diff(get_value(net_income, 2022), get_value(net_income, 2021))",net_income(2022) - net_income(2021) = 20899.0 - 32868.0 = -11969.0,net_income,2021|2022
QA-00093,Helix BioSciences,HB,Consumer Goods / Retail,2,change,,What was the change in cash and cash equivalents from 2021 to 2022?,14822.0,"$14,822 million",monetary,"diff(get_value(cash_and_equivalents, 2022), get_value(cash_and_equivalents, 2021))",cash_and_equivalents(2022) - cash_and_equivalents(2021) = 26151.0 - 11329.0 = 14822.0,cash_and_equivalents,2021|2022
QA-00094,Helix BioSciences,HB,Consumer Goods / Retail,2,change,,How did gross profit change from fiscal year 2021 to 2022?,-31979.0,"$-31,979 million",monetary,"diff(get_value(gross_profit, 2022), get_value(gross_profit, 2021))",gross_profit(2022) - gross_profit(2021) = 82362.0 - 114341.0 = -31979.0,gross_profit,2021|2022
QA-00095,Helix BioSciences,HB,Consumer Goods / Retail,2,change,,What was the year-over-year change in Helix BioSciences's total assets from 2021 to 2022?,-6668.0,"$-6,668 million",monetary,"diff(get_value(total_assets, 2022), get_value(total_assets, 2021))",total_assets(2022) - total_assets(2021) = 266499.0 - 273167.0 = -6668.0,total_assets,2021|2022
QA-00096,Helix BioSciences,HB,Consumer Goods / Retail,2,change,,How did operating income change from fiscal year 2021 to 2022?,-20287.0,"$-20,287 million",monetary,"diff(get_value(operating_income, 2022), get_value(operating_income, 2021))",operating_income(2022) - operating_income(2021) = 27768.0 - 48055.0 = -20287.0,operating_income,2021|2022
QA-00097,Helix BioSciences,HB,Consumer Goods / Retail,2,ratio,,"For every dollar of cost of goods sold, how much inventories did Helix BioSciences have in 2022?",0.0331,0.0331,ratio,"ratio(get_value(inventories, 2022), get_value(cost_of_goods_sold, 2022))",inventories(2022) / cost_of_goods_sold(2022) = 5041.0 / 152434.0 = 0.0331,inventories|cost_of_goods_sold,2022
QA-00098,Helix BioSciences,HB,Consumer Goods / Retail,2,ratio,,"For every dollar of total assets, how much cash and cash equivalents did Helix BioSciences have in 2020?",0.0301,0.0301,ratio,"ratio(get_value(cash_and_equivalents, 2020), get_value(total_assets, 2020))",cash_and_equivalents(2020) / total_assets(2020) = 18282.0 / 607420.0 = 0.0301,cash_and_equivalents|total_assets,2020
QA-00099,Helix BioSciences,HB,Consumer Goods / Retail,2,ratio,,What was accounts receivable as a proportion of total revenue in 2021?,0.1331,0.1331,ratio,"ratio(get_value(accounts_receivable_net, 2021), get_value(total_revenue, 2021))",accounts_receivable_net(2021) / total_revenue(2021) = 29906.0 / 224732.0 = 0.1331,accounts_receivable_net|total_revenue,2021
QA-00100,Helix BioSciences,HB,Consumer Goods / Retail,2,ratio,,"What was the ratio of selling, general and administrative expense to total revenue in 2020?",0.1306,0.1306,ratio,"ratio(get_value(selling_general_admin, 2020), get_value(total_revenue, 2020))",selling_general_admin(2020) / total_revenue(2020) = 25748.0 / 197081.0 = 0.1306,selling_general_admin|total_revenue,2020
QA-00101,Helix BioSciences,HB,Consumer Goods / Retail,3,liquidity,quick_ratio,"Excluding inventory, what was Helix BioSciences's liquidity ratio in 2022?",0.9269,0.9269,ratio,"ratio(diff(get_value(total_current_assets, 2022), get_value(inventories, 2022)), get_value(total_current_liabilities, 2022))",quick_ratio(2022) = 0.9269,total_current_assets|inventories|total_current_liabilities,2022
QA-00102,Helix BioSciences,HB,Consumer Goods / Retail,3,liquidity,current_ratio,What was Helix BioSciences's current ratio for fiscal year 2021?,1.2835,1.2835,ratio,"ratio(get_value(total_current_assets, 2021), get_value(total_current_liabilities, 2021))",current_ratio(2021) = 1.2835,total_current_assets|total_current_liabilities,2021
QA-00103,Helix BioSciences,HB,Consumer Goods / Retail,3,liquidity,working_capital,How much net working capital did Helix BioSciences have in 2022?,923.0,923.0000,ratio,"diff(get_value(total_current_assets, 2022), get_value(total_current_liabilities, 2022))",working_capital(2022) = 923.0,total_current_assets|total_current_liabilities,2022
QA-00104,Helix BioSciences,HB,Consumer Goods / Retail,3,leverage,debt_to_assets,What percentage of Helix BioSciences's total assets was financed by debt in 2021?,0.6486,0.6486,ratio,"ratio(get_value(total_liabilities, 2021), get_value(total_assets, 2021))",debt_to_assets(2021) = 0.6486,total_liabilities|total_assets,2021
QA-00105,Helix BioSciences,HB,Consumer Goods / Retail,3,profitability,return_on_assets,How efficiently did Helix BioSciences use its assets to generate profit in 2022?,0.0775,0.0775,ratio,"ratio(get_value(net_income, 2022), avg(get_value(total_assets, 2022), get_value(total_assets, 2021)))",return_on_assets(2022) = 0.0775,net_income|total_assets,2022|2021
QA-00106,Helix BioSciences,HB,Consumer Goods / Retail,3,profitability,return_on_equity,What was the return on equity (ROE) in 2022?,0.1803,0.1803,ratio,"ratio(get_value(net_income, 2022), avg(get_value(total_stockholders_equity, 2022), get_value(total_stockholders_equity, 2021)))",return_on_equity(2022) = 0.1803,net_income|total_stockholders_equity,2022|2021
QA-00107,Helix BioSciences,HB,Consumer Goods / Retail,3,profitability,effective_tax_rate,What percentage of pre-tax income did Helix BioSciences pay in taxes in 2021?,0.2772,0.2772,ratio,"ratio(get_value(income_tax_expense, 2021), get_value(income_before_tax, 2021))",effective_tax_rate(2021) = 0.2772,income_tax_expense|income_before_tax,2021
QA-00108,Helix BioSciences,HB,Consumer Goods / Retail,3,profitability,operating_margin,What was the operating profit margin in 2022?,0.1183,0.1183,ratio,"ratio(get_value(operating_income, 2022), get_value(total_revenue, 2022))",operating_margin(2022) = 0.1183,operating_income|total_revenue,2022
QA-00109,Helix BioSciences,HB,Consumer Goods / Retail,3,efficiency,rd_to_revenue,What was Helix BioSciences's R&D intensity in 2022?,0.0224,0.0224,ratio,"ratio(get_value(research_and_development, 2022), get_value(total_revenue, 2022))",rd_to_revenue(2022) = 0.0224,research_and_development|total_revenue,2022
QA-00110,Helix BioSciences,HB,Consumer Goods / Retail,3,leverage,debt_to_equity,How leveraged was Helix BioSciences in 2021?,1.8455,1.8455,ratio,"ratio(get_value(total_liabilities, 2021), get_value(total_stockholders_equity, 2021))",debt_to_equity(2021) = 1.8455,total_liabilities|total_stockholders_equity,2021
QA-00111,Helix BioSciences,HB,Consumer Goods / Retail,4,profitability,change_in_operating_margin,What was the change in Helix BioSciences's operating margin between 2021 and 2022?,-0.0956,-0.0956,ratio_change,"diff(operating_margin(2022), operating_margin(2021))",operating_margin(2022) - operating_margin(2021) = 0.1183 - 0.2138 = -0.0956,operating_income|total_revenue,2021|2022
QA-00112,Helix BioSciences,HB,Consumer Goods / Retail,4,liquidity,change_in_current_ratio,How did the current ratio change from 2021 to 2022?,-0.2671,-0.2671,ratio_change,"diff(current_ratio(2022), current_ratio(2021))",current_ratio(2022) - current_ratio(2021) = 1.0164 - 1.2835 = -0.2671,total_current_assets|total_current_liabilities,2021|2022
QA-00113,Helix BioSciences,HB,Consumer Goods / Retail,4,profitability,change_in_gross_margin,What was the change in Helix BioSciences's gross margin between 2021 and 2022?,-0.158,-0.1580,ratio_change,"diff(gross_margin(2022), gross_margin(2021))",gross_margin(2022) - gross_margin(2021) = 0.3508 - 0.5088 = -0.158,gross_profit|total_revenue,2021|2022
QA-00114,Helix BioSciences,HB,Consumer Goods / Retail,4,profitability,change_in_net_profit_margin,By how much did the net profit margin change from fiscal year 2021 to 2022?,-0.0572,-0.0572,ratio_change,"diff(net_profit_margin(2022), net_profit_margin(2021))",net_profit_margin(2022) - net_profit_margin(2021) = 0.089 - 0.1463 = -0.0572,net_income|total_revenue,2021|2022
QA-00115,Helix BioSciences,HB,Consumer Goods / Retail,4,growth,equity_growth,How did shareholders' equity change from 2021 to 2022?,41.43,41.43%,percentage,"pct_change(total_stockholders_equity, 2021, 2022)",(total_stockholders_equity(2022) - total_stockholders_equity(2021)) / |total_stockholders_equity(2021)| * 100 = (135770.0 - 96001.0) / 96001.0 * 100 = 41.43%,total_stockholders_equity,2021|2022
QA-00116,Helix BioSciences,HB,Consumer Goods / Retail,4,growth,asset_growth,What was the year-over-year growth in Helix BioSciences's asset base?,-2.44,-2.44%,percentage,"pct_change(total_assets, 2021, 2022)",(total_assets(2022) - total_assets(2021)) / |total_assets(2021)| * 100 = (266499.0 - 273167.0) / 273167.0 * 100 = -2.44%,total_assets,2021|2022
QA-00117,Helix BioSciences,HB,Consumer Goods / Retail,4,growth,operating_income_growth,By what percentage did operating profit grow?,-42.22,-42.22%,percentage,"pct_change(operating_income, 2021, 2022)",(operating_income(2022) - operating_income(2021)) / |operating_income(2021)| * 100 = (27768.0 - 48055.0) / 48055.0 * 100 = -42.22%,operating_income,2021|2022
QA-00118,Helix BioSciences,HB,Consumer Goods / Retail,5,liquidity,did_current_ratio_improve,Did Helix BioSciences's current ratio improve from 2021 to 2022?,False,No,boolean,"compare_gt(current_ratio(2022), current_ratio(2021))","current_ratio(2021)=1.2835, current_ratio(2022)=1.0164, improved=False, change=-0.2671",total_current_assets|total_current_liabilities,2021|2022
QA-00119,Helix BioSciences,HB,Consumer Goods / Retail,5,profitability,did_gross_margin_improve,Did Helix BioSciences's gross margin improve from 2021 to 2022?,False,No,boolean,"compare_gt(gross_margin(2022), gross_margin(2021))","gross_margin(2021)=0.5088, gross_margin(2022)=0.3508, improved=False, change=-0.158",gross_profit|total_revenue,2021|2022
QA-00120,Helix BioSciences,HB,Consumer Goods / Retail,5,cash_flow,change_in_fcf_margin,How did Helix BioSciences's free cash flow margin change from 2021 to 2022?,-0.0421,-0.0421,ratio_change,"diff(ratio(diff(cash_from_operations, capital_expenditures), total_revenue, 2022), ratio(diff(cash_from_operations, capital_expenditures), total_revenue, 2021))",FCF_margin(2022) - FCF_margin(2021) = 0.1526 - 0.1947 = -0.0421,cash_from_operations|capital_expenditures|total_revenue,2021|2022
QA-00121,Vanguard Medical Systems,VMS,Financial Services,1,lookup,,How much did Vanguard Medical Systems report for share repurchases in fiscal year 2021?,4652.0,"$4,652 million",monetary,"get_value(share_repurchases, 2021)",share_repurchases(2021) = 4652.0,share_repurchases,2021
QA-00122,Vanguard Medical Systems,VMS,Financial Services,1,lookup,,What was the debt repaid in 2022?,4570.0,"$4,570 million",monetary,"get_value(debt_repaid, 2022)",debt_repaid(2022) = 4570.0,debt_repaid,2022
QA-00123,Vanguard Medical Systems,VMS,Financial Services,1,lookup,,What was the capital expenditures in 2023?,4027.0,"$4,027 million",monetary,"get_value(capital_expenditures, 2023)",capital_expenditures(2023) = 4027.0,capital_expenditures,2023
QA-00124,Vanguard Medical Systems,VMS,Financial Services,1,lookup,,"What was Vanguard Medical Systems's selling, general and administrative expense as of 2021?",28120.0,"$28,120 million",monetary,"get_value(selling_general_admin, 2021)",selling_general_admin(2021) = 28120.0,selling_general_admin,2021
QA-00125,Vanguard Medical Systems,VMS,Financial Services,1,lookup,,"According to the 2022 financial statements, what was the total stockholders' equity?",20827.0,"$20,827 million",monetary,"get_value(total_stockholders_equity, 2022)",total_stockholders_equity(2022) = 20827.0,total_stockholders_equity,2022
QA-00126,Vanguard Medical Systems,VMS,Financial Services,1,lookup,,What was the net cash from operating activities in 2022?,43952.0,"$43,952 million",monetary,"get_value(cash_from_operations, 2022)",cash_from_operations(2022) = 43952.0,cash_from_operations,2022
QA-00127,Vanguard Medical Systems,VMS,Financial Services,1,lookup,,What was the interest expense in 2021?,2309.0,"$2,309 million",monetary,"get_value(interest_expense, 2021)",interest_expense(2021) = 2309.0,interest_expense,2021
QA-00128,Vanguard Medical Systems,VMS,Financial Services,1,lookup,,How much did Vanguard Medical Systems report for cost of goods sold in fiscal year 2022?,33965.0,"$33,965 million",monetary,"get_value(cost_of_goods_sold, 2022)",cost_of_goods_sold(2022) = 33965.0,cost_of_goods_sold,2022
QA-00129,Vanguard Medical Systems,VMS,Financial Services,1,lookup,,How much did Vanguard Medical Systems report for depreciation and amortization in fiscal year 2021?,3662.0,"$3,662 million",monetary,"get_value(depreciation_amortization, 2021)",depreciation_amortization(2021) = 3662.0,depreciation_amortization,2021
QA-00130,Vanguard Medical Systems,VMS,Financial Services,1,lookup,,"According to the 2023 financial statements, what was the net cash from financing activities?",-16614.0,"$-16,614 million",monetary,"get_value(cash_from_financing, 2023)",cash_from_financing(2023) = -16614.0,cash_from_financing,2023
QA-00131,Vanguard Medical Systems,VMS,Financial Services,2,change,,How did total stockholders' equity change from fiscal year 2022 to 2023?,-7386.0,"$-7,386 million",monetary,"diff(get_value(total_stockholders_equity, 2023), get_value(total_stockholders_equity, 2022))",total_stockholders_equity(2023) - total_stockholders_equity(2022) = 13441.0 - 20827.0 = -7386.0,total_stockholders_equity,2022|2023
QA-00132,Vanguard Medical Systems,VMS,Financial Services,2,change,,What was the year-over-year change in Vanguard Medical Systems's cash and cash equivalents from 2022 to 2023?,-8189.0,"$-8,189 million",monetary,"diff(get_value(cash_and_equivalents, 2023), get_value(cash_and_equivalents, 2022))",cash_and_equivalents(2023) - cash_and_equivalents(2022) = 10280.0 - 18469.0 = -8189.0,cash_and_equivalents,2022|2023
QA-00133,Vanguard Medical Systems,VMS,Financial Services,2,change,,How did operating income change from fiscal year 2022 to 2023?,-12676.0,"$-12,676 million",monetary,"diff(get_value(operating_income, 2023), get_value(operating_income, 2022))",operating_income(2023) - operating_income(2022) = 41081.0 - 53757.0 = -12676.0,operating_income,2022|2023
QA-00134,Vanguard Medical Systems,VMS,Financial Services,2,change,,By how much did total revenue increase or decrease between 2022 and 2023?,18329.0,"$18,329 million",monetary,"diff(get_value(total_revenue, 2023), get_value(total_revenue, 2022))",total_revenue(2023) - total_revenue(2022) = 149252.0 - 130923.0 = 18329.0,total_revenue,2022|2023
QA-00135,Vanguard Medical Systems,VMS,Financial Services,2,change,,How did total liabilities change from fiscal year 2022 to 2023?,-30680.0,"$-30,680 million",monetary,"diff(get_value(total_liabilities, 2023), get_value(total_liabilities, 2022))",total_liabilities(2023) - total_liabilities(2022) = 93519.0 - 124199.0 = -30680.0,total_liabilities,2022|2023
QA-00136,Vanguard Medical Systems,VMS,Financial Services,2,change,,What was the change in long-term debt from 2022 to 2023?,-6122.0,"$-6,122 million",monetary,"diff(get_value(long_term_debt, 2023), get_value(long_term_debt, 2022))",long_term_debt(2023) - long_term_debt(2022) = 49301.0 - 55423.0 = -6122.0,long_term_debt,2022|2023
QA-00137,Vanguard Medical Systems,VMS,Financial Services,2,ratio,,What percentage of total assets was long-term debt in 2023?,0.4609,0.4609,ratio,"ratio(get_value(long_term_debt, 2023), get_value(total_assets, 2023))",long_term_debt(2023) / total_assets(2023) = 49301.0 / 106960.0 = 0.4609,long_term_debt|total_assets,2023
