question_id,depth,question,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value,leaf_8_key,leaf_8_concept,leaf_8_label,leaf_8_entity,leaf_8_period,leaf_8_unit,leaf_8_value,leaf_9_key,leaf_9_concept,leaf_9_label,leaf_9_entity,leaf_9_period,leaf_9_unit,leaf_9_value,leaf_10_key,leaf_10_concept,leaf_10_label,leaf_10_entity,leaf_10_period,leaf_10_unit,leaf_10_value,leaf_11_key,leaf_11_concept,leaf_11_label,leaf_11_entity,leaf_11_period,leaf_11_unit,leaf_11_value,leaf_12_key,leaf_12_concept,leaf_12_label,leaf_12_entity,leaf_12_period,leaf_12_unit,leaf_12_value,leaf_13_key,leaf_13_concept,leaf_13_label,leaf_13_entity,leaf_13_period,leaf_13_unit,leaf_13_value,leaf_14_key,leaf_14_concept,leaf_14_label,leaf_14_entity,leaf_14_period,leaf_14_unit,leaf_14_value,leaf_15_key,leaf_15_concept,leaf_15_label,leaf_15_entity,leaf_15_period,leaf_15_unit,leaf_15_value,leaf_16_key,leaf_16_concept,leaf_16_label,leaf_16_entity,leaf_16_period,leaf_16_unit,leaf_16_value,leaf_17_key,leaf_17_concept,leaf_17_label,leaf_17_entity,leaf_17_period,leaf_17_unit,leaf_17_value,leaf_18_key,leaf_18_concept,leaf_18_label,leaf_18_entity,leaf_18_period,leaf_18_unit,leaf_18_value,leaf_19_key,leaf_19_concept,leaf_19_label,leaf_19_entity,leaf_19_period,leaf_19_unit,leaf_19_value,leaf_20_key,leaf_20_concept,leaf_20_label,leaf_20_entity,leaf_20_period,leaf_20_unit,leaf_20_value,leaf_21_key,leaf_21_concept,leaf_21_label,leaf_21_entity,leaf_21_period,leaf_21_unit,leaf_21_value,leaf_22_key,leaf_22_concept,leaf_22_label,leaf_22_entity,leaf_22_period,leaf_22_unit,leaf_22_value,leaf_23_key,leaf_23_concept,leaf_23_label,leaf_23_entity,leaf_23_period,leaf_23_unit,leaf_23_value
21,4,what is the result of capex for APEX in 2020 scaled by ratio of the minimum of total equity for APEX using values from 2022 through 2024 to the minimum of inventories for APEX using values from 2023 through 2025,"mul(0_capex, ratio(min(min(2_total_equity, 3_total_equity), 4_total_equity), min(min(3_inventories, 4_inventories), 5_inventories)))","{""op"": ""mul"", ""left"": {""leaf"": ""0_capex"", ""depth"": 0}, ""right"": {""op"": ""ratio"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""2_total_equity"", ""depth"": 0}, ""right"": {""leaf"": ""3_total_equity"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""4_total_equity"", ""depth"": 0}, ""depth"": 2}, ""right"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""3_inventories"", ""depth"": 0}, ""right"": {""leaf"": ""4_inventories"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""5_inventories"", ""depth"": 0}, ""depth"": 2}, ""depth"": 3}, ""depth"": 4}","{""op"": ""mul"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""op"": ""ratio"", ""left"": {""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}, ""right"": {""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}",57353.10373998219,3,2,4,34467368,864411347,42,0.301,2,3,7,0_capex,capex,capex,APEX,2020,M_USD,5159.0,2_total_equity,total_equity,total equity,APEX,2022,M_USD,66789.0,3_total_equity,total_equity,total equity,APEX,2023,M_USD,58314.0,4_total_equity,total_equity,total equity,APEX,2024,M_USD,24969.0,3_inventories,inventories,inventories,APEX,2023,M_USD,5868.0,4_inventories,inventories,inventories,APEX,2024,M_USD,2246.0,5_inventories,inventories,inventories,APEX,2025,M_USD,4040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,Which result follows from the cash for IRCL in 2024 ?,40_cash,"{""leaf"": ""40_cash"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",33656.0,4,0,0,536045484,424806516,42,0.171,0,1,1,40_cash,cash,cash,IRCL,2024,M_USD,33656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0,whats the value of the current liabilities for CBSM in 2023,69_current_liabilities,"{""leaf"": ""69_current_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",15734.0,3,0,0,149926919,264814270,42,0.474,0,1,1,69_current_liabilities,current_liabilities,current liabilities,CBSM,2023,M_USD,15734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1,Could you give the result of non operating expenses scaled by income tax for MSYS in 2020?,"mul(6_non_operating_expenses, 6_income_tax)","{""op"": ""mul"", ""left"": {""leaf"": ""6_non_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""6_income_tax"", ""depth"": 0}, ""depth"": 1}","{""op"": ""mul"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""rate""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",6167.66869091543,1,1,1,50590821,924602213,42,0.176,1,2,2,6_non_operating_expenses,non_operating_expenses,non operating expenses,MSYS,2020,M_USD,21212.0,6_income_tax,income_tax,income tax,MSYS,2020,ratio,0.290763185504216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1,What's the value of the difference between total assets and non operating expenses for ATGL in 2021?,"diff(25_total_assets, 25_non_operating_expenses)","{""op"": ""diff"", ""left"": {""leaf"": ""25_total_assets"", ""depth"": 0}, ""right"": {""leaf"": ""25_non_operating_expenses"", ""depth"": 0}, ""depth"": 1}","{""op"": ""diff"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",173408.0,1,1,1,594021782,924255163,42,0.44,1,2,2,25_total_assets,total_assets,total assets,ATGL,2021,M_USD,186854.0,25_non_operating_expenses,non_operating_expenses,non operating expenses,ATGL,2021,M_USD,13446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,3,compute the the minimum of revenue for QBHD using values from 2022 through 2025.,"min(min(min(14_revenue, 15_revenue), 16_revenue), 17_revenue)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""14_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""15_revenue"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""16_revenue"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""17_revenue"", ""depth"": 0}, ""depth"": 3}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",84608.0,3,0,3,122998994,731980933,42,0.484,0,1,4,14_revenue,revenue,revenue,QBHD,2022,M_USD,84608.0,15_revenue,revenue,revenue,QBHD,2023,M_USD,86108.0,16_revenue,revenue,revenue,QBHD,2024,M_USD,97119.0,17_revenue,revenue,revenue,QBHD,2025,M_USD,93743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,3,state the current assets for PNHG in 2024,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""34_cash"", ""depth"": 0}, ""right"": {""leaf"": ""34_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""34_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""34_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",9579.0,3,0,3,365260635,119778234,42,0.317,0,1,4,34_cash,cash,cash,PNHG,2024,M_USD,3962.0,34_accounts_receivable,accounts_receivable,accounts receivable,PNHG,2024,M_USD,2682.0,34_inventories,inventories,inventories,PNHG,2024,M_USD,1096.0,34_short_term_investments,short_term_investments,short term investments,PNHG,2024,M_USD,1839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2,Give the operating income for ORFG in 2021,operating_income,"{""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""55_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""55_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""55_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}","{""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}",1539.0,3,0,2,487182120,3484630,42,0.586,0,1,3,55_revenue,revenue,revenue,ORFG,2021,M_USD,98792.0,55_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,ORFG,2021,M_USD,73202.0,55_operating_expenses,operating_expenses,operating expenses,ORFG,2021,M_USD,24051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1,May you calculate the difference between cost of goods sold and non operating expenses for NVST in 2022,"diff(20_cost_of_goods_sold, 20_non_operating_expenses)","{""op"": ""diff"", ""left"": {""leaf"": ""20_cost_of_goods_sold"", ""depth"": 0}, ""right"": {""leaf"": ""20_non_operating_expenses"", ""depth"": 0}, ""depth"": 1}","{""op"": ""diff"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",44132.0,1,1,1,818150683,191825997,42,0.535,1,2,2,20_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,NVST,2022,M_USD,63527.0,20_non_operating_expenses,non_operating_expenses,non operating expenses,NVST,2022,M_USD,19395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0,what's the value of the total equity for ATGL in 2023 ?,27_total_equity,"{""leaf"": ""27_total_equity"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",70860.0,2,0,0,320452650,903735581,42,0.176,0,1,1,27_total_equity,total_equity,total equity,ATGL,2023,M_USD,70860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1,what does the following give: longterm liabilities for HLXB in 2020,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""72_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""72_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",82214.0,1,0,1,818739736,173461957,42,0.399,0,1,2,72_total_liabilities,total_liabilities,total liabilities,HLXB,2020,M_USD,128949.0,72_current_liabilities,current_liabilities,current liabilities,HLXB,2020,M_USD,46735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,4,which value corresponds to the the maximum of cash for HLXB using values from 2021 through 2025 ?,"max(max(max(max(73_cash, 74_cash), 75_cash), 76_cash), 77_cash)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""73_cash"", ""depth"": 0}, ""right"": {""leaf"": ""74_cash"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""75_cash"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""76_cash"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""77_cash"", ""depth"": 0}, ""depth"": 4}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",62300.0,1,0,4,524636385,20912992,42,0.565,0,1,5,73_cash,cash,cash,HLXB,2021,M_USD,18724.0,74_cash,cash,cash,HLXB,2022,M_USD,62300.0,75_cash,cash,cash,HLXB,2023,M_USD,41405.0,76_cash,cash,cash,HLXB,2024,M_USD,44810.0,77_cash,cash,cash,HLXB,2025,M_USD,38481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,7,calculate the sum of accounts receivable for SLRI in 2021 and ratio of sum of sum of sum of sum of sum of total liabilities for SLRI in 2020 and total liabilities for SLRI in 2021 and total liabilities for SLRI in 2022 and total liabilities for SLRI in 2023 and total liabilities for SLRI in 2024 and total liabilities for SLRI in 2025 to 6.0,"sum(43_accounts_receivable, ratio(sum(sum(sum(sum(sum(42_total_liabilities, 43_total_liabilities), 44_total_liabilities), 45_total_liabilities), 46_total_liabilities), 47_total_liabilities), 6.0))","{""op"": ""sum"", ""left"": {""leaf"": ""43_accounts_receivable"", ""depth"": 0}, ""right"": {""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""42_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""43_total_liabilities"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""44_total_liabilities"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""45_total_liabilities"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""46_total_liabilities"", ""depth"": 0}, ""depth"": 4}, ""right"": {""leaf"": ""47_total_liabilities"", ""depth"": 0}, ""depth"": 5}, ""right"": {""literal"": 6.0, ""depth"": 0}, ""depth"": 6}, ""depth"": 7}","{""op"": ""sum"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",423155.0,3,1,7,943520428,892994062,42,0.22,1,2,7,43_accounts_receivable,accounts_receivable,accounts receivable,SLRI,2021,M_USD,84561.0,42_total_liabilities,total_liabilities,total liabilities,SLRI,2020,M_USD,376312.0,43_total_liabilities,total_liabilities,total liabilities,SLRI,2021,M_USD,390165.0,44_total_liabilities,total_liabilities,total liabilities,SLRI,2022,M_USD,295198.0,45_total_liabilities,total_liabilities,total liabilities,SLRI,2023,M_USD,443192.0,46_total_liabilities,total_liabilities,total liabilities,SLRI,2024,M_USD,328592.0,47_total_liabilities,total_liabilities,total liabilities,SLRI,2025,M_USD,198105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,3,may you calculate the the maximum of short term investments for NVST using values from 2022 through 2025 ?,"max(max(max(20_short_term_investments, 21_short_term_investments), 22_short_term_investments), 23_short_term_investments)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""20_short_term_investments"", ""depth"": 0}, ""right"": {""leaf"": ""21_short_term_investments"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""22_short_term_investments"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""23_short_term_investments"", ""depth"": 0}, ""depth"": 3}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",54586.0,1,0,3,258633898,942755630,42,0.143,0,1,4,20_short_term_investments,short_term_investments,short term investments,NVST,2022,M_USD,22901.0,21_short_term_investments,short_term_investments,short term investments,NVST,2023,M_USD,54586.0,22_short_term_investments,short_term_investments,short term investments,NVST,2024,M_USD,37074.0,23_short_term_investments,short_term_investments,short term investments,NVST,2025,M_USD,18239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0,What is the value of the cost of goods sold for ATGL in 2024?,28_cost_of_goods_sold,"{""leaf"": ""28_cost_of_goods_sold"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",64502.0,1,0,0,521828280,876198296,42,0.589,0,1,1,28_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,ATGL,2024,M_USD,64502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0,which value corresponds to the revenue for HLXB in 2022 ?,74_revenue,"{""leaf"": ""74_revenue"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",228915.0,2,0,0,571988889,822308461,42,0.164,0,1,1,74_revenue,revenue,revenue,HLXB,2022,M_USD,228915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,3,May you give the average total equity for NVST across years 2021 through 2023,"ratio(sum(sum(19_total_equity, 20_total_equity), 21_total_equity), 3.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""19_total_equity"", ""depth"": 0}, ""right"": {""leaf"": ""20_total_equity"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""21_total_equity"", ""depth"": 0}, ""depth"": 2}, ""right"": {""literal"": 3.0, ""depth"": 0}, ""depth"": 3}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",68426.0,4,0,3,936767846,651325257,42,0.582,0,1,3,19_total_equity,total_equity,total equity,NVST,2021,M_USD,25728.0,20_total_equity,total_equity,total equity,NVST,2022,M_USD,41244.0,21_total_equity,total_equity,total equity,NVST,2023,M_USD,138306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0,May you calculate the cash for NVST in 2023,21_cash,"{""leaf"": ""21_cash"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",78005.0,2,0,0,997413271,579064766,42,0.456,0,1,1,21_cash,cash,cash,NVST,2023,M_USD,78005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1,What does the following give: the minimum of total liabilities for CRPH using values from 2022 through 2023,"min(86_total_liabilities, 87_total_liabilities)","{""op"": ""min"", ""left"": {""leaf"": ""86_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""87_total_liabilities"", ""depth"": 0}, ""depth"": 1}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",292999.0,3,0,1,428414718,721218382,42,0.319,0,1,2,86_total_liabilities,total_liabilities,total liabilities,CRPH,2022,M_USD,292999.0,87_total_liabilities,total_liabilities,total liabilities,CRPH,2023,M_USD,372880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,3,Evaluate the the maximum of inventories for TICB using values from 2020 through 2023 .,"max(max(max(60_inventories, 61_inventories), 62_inventories), 63_inventories)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""60_inventories"", ""depth"": 0}, ""right"": {""leaf"": ""61_inventories"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""62_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""63_inventories"", ""depth"": 0}, ""depth"": 3}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",18939.0,1,0,3,555742829,484779555,42,0.224,0,1,4,60_inventories,inventories,inventories,TICB,2020,M_USD,12797.0,61_inventories,inventories,inventories,TICB,2021,M_USD,9166.0,62_inventories,inventories,inventories,TICB,2022,M_USD,18939.0,63_inventories,inventories,inventories,TICB,2023,M_USD,12620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,3,What's the value of the average non operating expenses for ATGL across years 2022 through 2024 ?,"ratio(sum(sum(26_non_operating_expenses, 27_non_operating_expenses), 28_non_operating_expenses), 3.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""26_non_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""27_non_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""28_non_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""right"": {""literal"": 3.0, ""depth"": 0}, ""depth"": 3}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",12855.666666666666,1,0,3,68747287,363016614,42,0.394,0,1,3,26_non_operating_expenses,non_operating_expenses,non operating expenses,ATGL,2022,M_USD,12182.0,27_non_operating_expenses,non_operating_expenses,non operating expenses,ATGL,2023,M_USD,11884.0,28_non_operating_expenses,non_operating_expenses,non operating expenses,ATGL,2024,M_USD,14501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2,Which result follows from the average total liabilities for HLXB across years 2024 through 2025?,"ratio(sum(76_total_liabilities, 77_total_liabilities), 2.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""76_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""77_total_liabilities"", ""depth"": 0}, ""depth"": 1}, ""right"": {""literal"": 2.0, ""depth"": 0}, ""depth"": 2}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",113938.5,2,0,2,247083812,631832764,42,0.104,0,1,2,76_total_liabilities,total_liabilities,total liabilities,HLXB,2024,M_USD,81788.0,77_total_liabilities,total_liabilities,total liabilities,HLXB,2025,M_USD,146089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0,which result follows from the inventories for IRCL in 2020 ?,36_inventories,"{""leaf"": ""36_inventories"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",22596.0,1,0,0,760038427,677641645,42,0.214,0,1,1,36_inventories,inventories,inventories,IRCL,2020,M_USD,22596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
