cik,name,sic,sic_description,fiscal_year_end,state,entity_type,fy_month,fy_month_name,industry
1809691,AMTD Digital Inc.,6199,Finance Services,1031,E9,other,10,Oct,Credit & Finance
806968,WPP plc,7311,Services-Advertising Agencies,1231,,other,12,Dec,Personal Services
1068897,FOXBY CORP.,0,,1231,MD,investment,12,Dec,Unknown
1622996,"ACRO BIOMEDICAL CO., LTD.",7900,Services-Amusement & Recreation Services,1231,NV,operating,12,Dec,Personal Services
2052243,Twelve Seas Investment Co III/Cayman,6770,Blank Checks,1231,E9,other,12,Dec,Holding Companies
1579733,"Vital Farms, Inc.",2000,Food and Kindred Products,1231,DE,operating,12,Dec,Food & Beverage Manufacturing
102752,VSE CORP,8711,Services-Engineering Services,1231,DE,operating,12,Dec,Professional Services
1094324,SIFY TECHNOLOGIES LTD,7370,"Services-Computer Programming, Data Processing, Etc.",0331,,operating,3,Mar,Software & IT Services
2060863,Nightingale Health Plc,0,,0630,,other,6,Jun,Unknown
1383062,Invesco DB Energy Fund,6221,Commodity Contracts Brokers & Dealers,1231,DE,operating,12,Dec,Securities & Brokers
1854463,WinVest Acquisition Corp.,6770,Blank Checks,1231,DE,operating,12,Dec,Holding Companies
1632121,"Balance Labs, Inc.",8742,Services-Management Consulting Services,1231,DE,operating,12,Dec,Professional Services
2063022,Regenique Group Ltd,8011,Services-Offices & Clinics of  Doctors of  Medicine,0930,E9,other,9,Sep,Healthcare Services
1758009,Quantum Computing Inc.,7372,Services-Prepackaged Software,1231,DE,operating,12,Dec,Software & IT Services
1445305,WORKIVA INC,7372,Services-Prepackaged Software,1231,DE,operating,12,Dec,Software & IT Services
785557,DLH Holdings Corp.,7363,Services-Help Supply Services,0930,NJ,operating,9,Sep,Personal Services
885245,BUCKLE INC,5651,Retail-Family Clothing Stores,0131,NE,operating,1,Jan,Retail (Apparel)
1819810,Redwire Corp,3760,Guided Missiles & Space Vehicles & Parts,1231,,operating,12,Dec,Transportation Equipment
1424657,Cuentas Inc.,5140,Wholesale-Groceries & Related Products,1231,,operating,12,Dec,Wholesale
2002326,North Shore Uranium Ltd.,0,,1231,A1,other,12,Dec,Unknown
1931717,CCSC Technology International Holdings Ltd,3640,Electric Lighting & Wiring Equipment,0331,E9,other,3,Mar,Electronics & Tech Hardware
746515,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,4731,Arrangement of  Transportation of  Freight & Cargo,1231,WA,operating,12,Dec,Transportation
1654795,Brookfield Business Partners L.P.,1700,Construction - Special Trade Contractors,1231,D0,other,12,Dec,Construction
1327567,Palo Alto Networks Inc,3577,"Computer Peripheral Equipment, NEC",0731,DE,operating,7,Jul,Manufacturing (Other)
1622536,Talen Energy Corp,4911,Electric Services,1231,DE,operating,12,Dec,Utilities
1613979,ZEPHYR MINERALS LTD.,0,,1231,Z4,other,12,Dec,Unknown
1827855,Medicale Corp.,8000,Services-Health Services,0930,NV,operating,9,Sep,Healthcare Services
1777319,"CISO Global, Inc.",8742,Services-Management Consulting Services,1231,DE,operating,12,Dec,Professional Services
749647,"Imunon, Inc.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
1534504,PBF Energy Inc.,2911,Petroleum Refining,1231,DE,operating,12,Dec,Petroleum Refining
1307954,Huntsman CORP,2800,Chemicals & Allied Products,1231,DE,operating,12,Dec,Chemicals & Pharma
1269238,Trip.com Group Ltd,7389,"Services-Business Services, NEC",1231,E9,other,12,Dec,Personal Services
1628935,MORIEN RESOURCES CORP.,0,,1231,Z4,other,12,Dec,Unknown
1125259,CARNIVAL PLC,4400,Water Transportation,1130,,operating,11,Nov,Transportation
1816007,Lufax Holding Ltd,6199,Finance Services,1231,E9,other,12,Dec,Credit & Finance
908311,Creative Media & Community Trust Corp,6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
1776985,BioNTech SE,2836,"Biological Products, (No Diagnostic Substances)",1231,2M,other,12,Dec,Chemicals & Pharma
897421,NUVEEN VIRGINIA QUALITY MUNICIPAL INCOME FUND,0,,0531,MA,other,5,May,Unknown
1195738,NUVEEN CALIFORNIA AMT-FREE QUALITY MUNICIPAL INCOME FUND,0,,0228,MA,other,2,Feb,Unknown
1099219,METLIFE INC,6311,Life Insurance,1231,DE,operating,12,Dec,Insurance
1824403,"Reservoir Media, Inc.",7900,Services-Amusement & Recreation Services,0331,,operating,3,Mar,Personal Services
918646,EAGLE MATERIALS INC,3241,"Cement, Hydraulic",0331,DE,operating,3,Mar,Manufacturing (Other)
1423221,Quanex Building Products CORP,3350,Rolling Drawing & Extruding of  Nonferrous Metals,1031,DE,operating,10,Oct,Manufacturing (Other)
1114446,UBS AG,6021,National Commercial Banks,1231,V8,other,12,Dec,Banking
1855485,"Calidi Biotherapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",1231,DE,operating,12,Dec,Chemicals & Pharma
1996862,Bunge Global SA,2070,Fats & Oils,1231,V8,operating,12,Dec,Food & Beverage Manufacturing
2051587,BEST SPAC I Acquisition Corp.,8200,Services-Educational Services,1231,,operating,12,Dec,Education
1090727,UNITED PARCEL SERVICE INC,4210,Trucking & Courier Services (No Air),1231,DE,operating,12,Dec,Transportation
2083221,SPIE SA/ADR,0,,1231,I0,other,12,Dec,Unknown
96664,"Renewal Fuels, Inc.",6770,Blank Checks,1231,TX,operating,12,Dec,Holding Companies
1860871,Tevogen Bio Holdings Inc.,2836,"Biological Products, (No Diagnostic Substances)",1231,DE,operating,12,Dec,Chemicals & Pharma
25445,"Crane NXT, Co.",3490,Miscellaneous Fabricated Metal Products,1231,DE,operating,12,Dec,Manufacturing (Other)
1835579,"ImageneBio, Inc.",2836,"Biological Products, (No Diagnostic Substances)",1231,DE,operating,12,Dec,Chemicals & Pharma
1611046,ModuLink Inc.,7000,"Hotels, Rooming Houses, Camps & Other Lodging Places",1231,NV,operating,12,Dec,Hotels & Hospitality
1870600,"Solo Brands, Inc.",3949,"Sporting & Athletic Goods, NEC",1231,DE,operating,12,Dec,Manufacturing (Other)
1873213,Birdie Win Corp,8200,Services-Educational Services,0731,NV,operating,7,Jul,Education
1894562,"Prime Medicine, Inc.",2836,"Biological Products, (No Diagnostic Substances)",1231,DE,operating,12,Dec,Chemicals & Pharma
1018735,NYMOX PHARMACEUTICAL CORP,2835,In Vitro & In Vivo Diagnostic Substances,1231,,other,12,Dec,Chemicals & Pharma
1061736,MEXICAN ECONOMIC DEVELOPMENT INC,2086,Bottled & Canned Soft Drinks & Carbonated Waters,1231,O5,other,12,Dec,Food & Beverage Manufacturing
1614806,Rithm Property Trust Inc.,6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
1933414,"Mineralys Therapeutics, Inc.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
354950,"HOME DEPOT, INC.",5211,Retail-Lumber & Other Building Materials Dealers,0201,DE,operating,2,Feb,Retail (Building/Home)
1019849,"PENSKE AUTOMOTIVE GROUP, INC.",5500,Retail-Auto Dealers & Gasoline Stations,1231,DE,operating,12,Dec,Retail (Auto)
764065,CLEVELAND-CLIFFS INC.,1000,Metal Mining,1231,OH,operating,12,Dec,Mining & Energy
23426,CONNECTICUT LIGHT & POWER CO,4911,Electric Services,1231,CT,operating,12,Dec,Utilities
2059654,Blue Acquisition Corp/Cayman,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1527469,Athene Holding Ltd.,6311,Life Insurance,1231,DE,operating,12,Dec,Insurance
1068851,PROSPERITY BANCSHARES INC,6022,State Commercial Banks,1231,TX,operating,12,Dec,Banking
1511820,Stemtech Corp,5122,"Wholesale-Drugs, Proprietaries & Druggists' Sundries",1231,,operating,12,Dec,Wholesale
1655099,Brookfield Real Assets Income Fund Inc.,0,,1231,,other,12,Dec,Unknown
832489,"GeoVax Labs, Inc.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
908315,WINMARK CORP,5900,Retail-Miscellaneous Retail,1227,MN,operating,12,Dec,Retail (Misc)
1766400,"Pennant Group, Inc.",8000,Services-Health Services,1231,DE,operating,12,Dec,Healthcare Services
1733861,REST EZ Inc.,2834,Pharmaceutical Preparations,0331,WY,operating,3,Mar,Chemicals & Pharma
26324,CURTISS WRIGHT CORP,3590,Misc Industrial & Commercial Machinery & Equipment,1231,DE,operating,12,Dec,Manufacturing (Other)
1397911,LPL Financial Holdings Inc.,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services",1231,DE,operating,12,Dec,Securities & Brokers
1781162,Momentus Inc.,3760,Guided Missiles & Space Vehicles & Parts,1231,DE,operating,12,Dec,Transportation Equipment
1853599,CORE SILVER CORP.,0,,0930,A1,other,9,Sep,Unknown
1504764,Grupo Aval Acciones Y Valores S.A.,6029,"Commercial Banks, NEC",1231,,other,12,Dec,Banking
789019,MICROSOFT CORP,7372,Services-Prepackaged Software,1231,WA,operating,12,Dec,Software & IT Services
2073553,AI Infrastructure Acquisition Corp.,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1001500,LARAMIDE RESOURCES LTD,0,,1231,Z4,other,12,Dec,Unknown
863900,MEXICO EQUITY & INCOME FUND INC,0,,0731,MD,other,7,Jul,Unknown
35527,FIFTH THIRD BANCORP,6022,State Commercial Banks,1231,OH,operating,12,Dec,Banking
2086545,Art Technology Acquisition Corp.,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
2052161,Real Asset Acquisition Corp.,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
100826,UNION ELECTRIC CO,4911,Electric Services,1231,MO,operating,12,Dec,Utilities
1123494,HARVARD BIOSCIENCE INC,3826,Laboratory Analytical Instruments,1231,DE,operating,12,Dec,Instruments & Medical Devices
1486452,"Maison Luxe, Inc.",7500,"Services-Automotive Repair, Services & Parking",0331,NV,operating,3,Mar,Personal Services
2072033,Caedryn Acquisition Corp I,0,,1231,E9,other,12,Dec,Unknown
1955520,Knife River Corp,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),1231,DE,operating,12,Dec,Mining & Energy
907254,"SAUL CENTERS, INC.",6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
1756064,"Our Bond, Inc.",4899,"Communications Services, NEC",1231,DE,other,12,Dec,Transportation
2093667,"Maruwa Co., Ltd./ADR",0,,1231,M0,other,12,Dec,Unknown
1116578,PRUDENTIAL PLC,6311,Life Insurance,1231,X0,other,12,Dec,Insurance
2075068,Invest Green Acquisition Corp,6770,Blank Checks,1231,E9,other,12,Dec,Holding Companies
748268,"Red Cat Holdings, Inc.",7372,Services-Prepackaged Software,1231,,operating,12,Dec,Software & IT Services
1873093,CytoMed Therapeutics Ltd,2834,Pharmaceutical Preparations,1231,U0,other,12,Dec,Chemicals & Pharma
1026214,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies,1231,,operating,12,Dec,Credit & Finance
1657853,"HERTZ GLOBAL HOLDINGS, INC",7510,Services-Auto Rental & Leasing (No Drivers),1231,DE,operating,12,Dec,Personal Services
1776073,CBD Life Sciences Inc.,2833,Medicinal Chemicals & Botanical Products,1231,NV,other,12,Dec,Chemicals & Pharma
945394,Service Properties Trust,6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
72903,XCEL ENERGY INC,4931,Electric & Other Services Combined,1231,MN,operating,12,Dec,Utilities
1579298,"Burlington Stores, Inc.",5311,Retail-Department Stores,0201,DE,operating,2,Feb,Retail (Other)
2074878,New America Acquisition I Corp.,6770,Blank Checks,1231,FL,other,12,Dec,Holding Companies
2069821,BILLION GROUP HOLDINGS Ltd,2000,Food and Kindred Products,1231,E9,other,12,Dec,Food & Beverage Manufacturing
1668717,Anheuser-Busch InBev SA/NV,2082,Malt Beverages,1231,C9,other,12,Dec,Food & Beverage Manufacturing
844856,Healthier Choices Management Corp.,2100,Tobacco Products,1231,DE,operating,12,Dec,Tobacco
1187953,"CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC.",2836,"Biological Products, (No Diagnostic Substances)",1231,NV,operating,12,Dec,Chemicals & Pharma
753308,NEXTERA ENERGY INC,4911,Electric Services,1231,FL,operating,12,Dec,Utilities
2013003,Pro Medicus Ltd./ADR,0,,0630,C3,other,6,Jun,Unknown
34088,EXXON MOBIL CORP,2911,Petroleum Refining,1231,NJ,operating,12,Dec,Petroleum Refining
711669,COLONY BANKCORP INC,6022,State Commercial Banks,1231,GA,operating,12,Dec,Banking
29644,DONALDSON Co INC,3564,Industrial & Commercial Fans & Blowers & Air Purifing Equip,0731,DE,operating,7,Jul,Manufacturing (Other)
1705181,Grayscale Ethereum Classic Trust (ETC),6221,Commodity Contracts Brokers & Dealers,1231,DE,operating,12,Dec,Securities & Brokers
1971115,Ryde Group Ltd,7389,"Services-Business Services, NEC",1231,E9,other,12,Dec,Personal Services
1086303,"Hongchang International Co., Ltd",3845,Electromedical & Electrotherapeutic Apparatus,0331,NV,operating,3,Mar,Instruments & Medical Devices
2065948,Solarius Capital Acquisition Corp.,6770,Blank Checks,1231,,operating,12,Dec,Holding Companies
1534254,CION Investment Corp,0,,1231,MD,operating,12,Dec,Unknown
1123134,CHIPMOS TECHNOLOGIES INC,3674,Semiconductors & Related Devices,1231,F5,other,12,Dec,Electronics & Tech Hardware
1419951,Data Storage Corp,7374,Services-Computer Processing & Data Preparation,1231,NV,operating,12,Dec,Software & IT Services
1420720,"iBio, Inc.",2834,Pharmaceutical Preparations,0630,DE,operating,6,Jun,Chemicals & Pharma
1477294,Sensata Technologies Holding plc,3823,"Industrial Instruments For Measurement, Display, and Control",1231,,operating,12,Dec,Instruments & Medical Devices
1840572,Lucky Strike Entertainment Corp,7900,Services-Amusement & Recreation Services,0629,VA,operating,6,Jun,Personal Services
2064177,Blueport Acquisition Ltd,6770,Blank Checks,1231,,operating,12,Dec,Holding Companies
1219360,PIMCO HIGH INCOME FUND,0,,0630,,other,6,Jun,Unknown
2098381,"Lens Technology Co., Ltd./ADR",0,,1231,F4,other,12,Dec,Unknown
1547546,"Lument Finance Trust, Inc.",6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
1243429,ArcelorMittal,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",1231,,other,12,Dec,Manufacturing (Other)
1285650,CALAMOS GLOBAL TOTAL RETURN FUND,0,,1031,DE,other,10,Oct,Unknown
809708,TEMPLETON EMERGING MARKETS FUND,0,,0831,FL,other,8,Aug,Unknown
1456772,OFFICE PROPERTIES INCOME TRUST,6500,Real Estate,1231,MD,operating,12,Dec,Real Estate
87802,SCIENTIFIC INDUSTRIES INC,3826,Laboratory Analytical Instruments,1231,DE,operating,12,Dec,Instruments & Medical Devices
2074697,FutureCrest Acquisition Corp.,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1892500,Clearmind Medicine Inc.,2834,Pharmaceutical Preparations,1031,Z4,other,10,Oct,Chemicals & Pharma
1276187,Energy Transfer LP,4922,Natural Gas Transmission,1231,OK,operating,12,Dec,Utilities
72162,NL INDUSTRIES INC,2810,Industrial Inorganic Chemicals,1231,NJ,operating,12,Dec,Chemicals & Pharma
799698,LadRx Corp,2836,"Biological Products, (No Diagnostic Substances)",1231,DE,operating,12,Dec,Chemicals & Pharma
2030482,"Plum Acquisition Corp, IV",6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1988494,"FrontView REIT, Inc.",6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
1818644,"AEye, Inc.",3714,Motor Vehicle Parts & Accessories,1231,DE,operating,12,Dec,Transportation Equipment
4281,Howmet Aerospace Inc.,3350,Rolling Drawing & Extruding of  Nonferrous Metals,1231,DE,operating,12,Dec,Manufacturing (Other)
1725603,A2 Gold Corp.,0,,1231,A1,other,12,Dec,Unknown
1840563,PMGC Holdings Inc.,2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
2039497,"Resolute Holdings Management, Inc.",6199,Finance Services,1231,NV,operating,12,Dec,Credit & Finance
1516912,"Origin Bancorp, Inc.",6022,State Commercial Banks,1231,LA,operating,12,Dec,Banking
765207,"First Bancorp, Inc /ME/",6021,National Commercial Banks,1231,ME,operating,12,Dec,Banking
1372920,New Oriental Education & Technology Group Inc.,8200,Services-Educational Services,0531,E9,other,5,May,Education
885508,STRATUS PROPERTIES INC,6552,Land Subdividers & Developers (No Cemeteries),1231,DE,operating,12,Dec,Real Estate
1420368,DLT Resolution Inc.,7200,Services-Personal Services,1231,NV,operating,12,Dec,Personal Services
1873529,"KinderCare Learning Companies, Inc.",8351,Services-Child Day Care Services,0103,DE,operating,1,Jan,Professional Services
1846084,Global Crossing Airlines Group Inc.,4512,"Air Transportation, Scheduled",1231,DE,operating,12,Dec,Airlines
2018462,PicoCELA Inc.,3640,Electric Lighting & Wiring Equipment,0930,M0,other,9,Sep,Electronics & Tech Hardware
2108185,Azbil Corporation/ADR,0,,1231,M0,other,12,Dec,Unknown
1397183,"Iveda Solutions, Inc.",7372,Services-Prepackaged Software,1231,NV,operating,12,Dec,Software & IT Services
1856485,Sylvamo Corp,2621,Paper Mills,1231,DE,operating,12,Dec,Manufacturing (Other)
701818,KINROSS GOLD CORP,1040,Gold and Silver Ores,1231,,other,12,Dec,Mining & Energy
2034313,Oxley Bridge Acquisition Ltd,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1828377,Fortitude Gold Corp,1040,Gold and Silver Ores,1231,CO,operating,12,Dec,Mining & Energy
1372114,"Kelyniam Global, Inc.",8711,Services-Engineering Services,1231,NV,other,12,Dec,Professional Services
2014596,"Concentra Group Holdings Parent, Inc.",8093,"Services-Specialty Outpatient Facilities, NEC",1231,DE,operating,12,Dec,Healthcare Services
1799290,Ebang International Holdings Inc.,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services",1231,E9,other,12,Dec,Securities & Brokers
1826600,"Montauk Renewables, Inc.",4932,Gas & Other Services Combined,1231,DE,operating,12,Dec,Utilities
1884046,Spark I Acquisition Corp,6770,Blank Checks,1231,DE,operating,12,Dec,Holding Companies
868675,TELUS CORP,4812,Radiotelephone Communications,1231,A1,other,12,Dec,Transportation
1839341,"Core Scientific, Inc./tx",6199,Finance Services,1231,DE,operating,12,Dec,Credit & Finance
928465,AMCON DISTRIBUTING CO,5141,"Wholesale-Groceries, General Line",0930,DE,operating,9,Sep,Wholesale
2109545,Knowledge Atlas Technology Joint Stock Co Limited/ADR,0,,1225,F4,other,12,Dec,Unknown
2033684,"Squirrel Enlivened International Co., Ltd",7311,Services-Advertising Agencies,0930,E9,other,9,Sep,Personal Services
1533232,Brookfield Renewable Partners L.P.,4911,Electric Services,1231,D0,other,12,Dec,Utilities
1579877,OUTFRONT Media Inc.,6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
935036,"ACI WORLDWIDE, INC.",7372,Services-Prepackaged Software,1231,DE,operating,12,Dec,Software & IT Services
1659166,Fortive Corp,3823,"Industrial Instruments For Measurement, Display, and Control",1231,DE,operating,12,Dec,Instruments & Medical Devices
103379,V F CORP,2320,"Men's & Boys' Furnishgs, Work Clothg, & Allied Garments",0328,PA,operating,3,Mar,Manufacturing (Other)
1829635,"Transcode Therapeutics, Inc.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
1703644,Granite Point Mortgage Trust Inc.,6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
1806837,"Vertex, Inc.",7372,Services-Prepackaged Software,1231,DE,operating,12,Dec,Software & IT Services
1899658,"WANG & LEE GROUP, Inc.",1700,Construction - Special Trade Contractors,1231,D8,other,12,Dec,Construction
